[2022-06-23 09:30:03:0585] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 09:48:13:0663] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-23 09:48:13:0663] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-23 09:48:13:0663] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-23 09:48:13:0663] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-23 09:48:13:0912] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-23 09:48:13:0912] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-23 09:48:13:0913] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-23 09:48:13:0916] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-23 09:48:13:0918] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-23 09:48:13:0918] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-23 09:48:13:0921] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 09:48:13:0921] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-23 09:48:13:0921] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-23 09:48:13:0923] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 09:48:13:0923] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-23 09:48:13:0924] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-23 09:48:14:0045] | Info     | Manager.cpp              -L1510: [Start] StartGrabbing success.
[2022-06-23 09:48:14:0045] | Info     | Manager.cpp              -L1516: [Start] end success.
[2022-06-23 09:48:14:0045] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [7].
[2022-06-23 09:48:14:0045] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[0] to [7].
[2022-06-23 09:48:14:0047] | Info     | Manager.cpp              -L2582: [DepthMapConvert] m_pDepthBuffer new success.
[2022-06-23 09:48:14:0047] | Info     | Manager.cpp              -L2603: [DepthMapConvert] m_pPointBuffer new success.
[2022-06-23 09:48:14:0047] | Info     | Manager.cpp              -L1872: [CamGetDeviceInfo] device SN[00K14280159] ModelName[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[] 
[2022-06-23 09:48:14:0047] | Info     | Manager.cpp              -L2621: [DepthMapConvert] RGBDSensorCali camSerialNum(00K14280159).
[2022-06-23 09:48:14:0365] | Info     | CameraModule.cpp         -L1095: [FileAccessRead] MV_CC_FileAccessRead success.
[2022-06-23 09:48:14:0365] | Info     | DepthConvertVm.cpp       -L0076: [CDepthConvertVm::Init] begin.
[2022-06-23 09:48:14:0365] | Info     | DepthConvertVm.cpp       -L0042: [CDepthConvertVm::DeInit] begin.
[2022-06-23 09:48:14:0365] | Info     | DepthConvertVm.cpp       -L0068: [CDepthConvertVm::DeInit] end.
[2022-06-23 09:48:14:0365] | Info     | DepthConvertVm.cpp       -L0106: [CDepthConvertVm::Init] m_stBinoMemTab[0].size[384], m_stBinoMemTab[1].size[0].
[2022-06-23 09:48:14:0365] | Info     | DepthConvertVm.cpp       -L0158: [CDepthConvertVm::Init] MVB3D_BINOSTEREO_Create success.
[2022-06-23 09:48:14:0365] | Info     | DepthConvertVm.cpp       -L0169: [CDepthConvertVm::Init] end.
[2022-06-23 09:48:19:0919] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [49].
[2022-06-23 09:48:19:0919] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[7] to [49].
[2022-06-23 09:48:28:0110] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [106].
[2022-06-23 09:48:28:0110] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[49] to [106].
[2022-06-23 09:48:36:0417] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [165].
[2022-06-23 09:48:36:0417] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[106] to [165].
[2022-06-23 09:48:45:0212] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [227].
[2022-06-23 09:48:45:0212] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[165] to [227].
[2022-06-23 09:48:54:0147] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [290].
[2022-06-23 09:48:54:0147] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[227] to [290].
[2022-06-23 09:49:03:0079] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [353].
[2022-06-23 09:49:03:0079] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[290] to [353].
[2022-06-23 09:49:11:0956] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [415].
[2022-06-23 09:49:11:0956] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[353] to [415].
[2022-06-23 09:49:20:0910] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [478].
[2022-06-23 09:49:20:0910] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[415] to [478].
[2022-06-23 09:49:29:0987] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [542].
[2022-06-23 09:49:29:0987] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[478] to [542].
[2022-06-23 09:49:38:0725] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [604].
[2022-06-23 09:49:38:0725] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[542] to [604].
[2022-06-23 09:49:47:0795] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [666].
[2022-06-23 09:49:47:0795] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[604] to [666].
[2022-06-23 09:49:56:0939] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [731].
[2022-06-23 09:49:56:0939] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[666] to [731].
[2022-06-23 09:50:05:0505] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [791].
[2022-06-23 09:50:05:0505] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[731] to [791].
[2022-06-23 09:50:14:0012] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [851].
[2022-06-23 09:50:14:0012] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[791] to [851].
[2022-06-23 09:50:22:0430] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [911].
[2022-06-23 09:50:22:0430] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[851] to [911].
[2022-06-23 09:50:31:0041] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [971].
[2022-06-23 09:50:31:0041] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[911] to [971].
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-23 10:02:50:0494] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-23 10:02:50:0495] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-23 10:02:50:0495] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-23 10:02:50:0495] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-23 10:02:50:0624] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-23 10:02:50:0624] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-23 10:02:50:0624] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-23 10:02:50:0624] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-23 10:02:50:0624] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-23 10:02:50:0678] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-23 10:02:50:0678] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-23 10:02:50:0678] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-23 10:02:50:0678] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-23 10:02:50:0895] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-23 10:02:50:0895] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-23 10:02:50:0896] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-23 10:02:50:0897] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-23 10:02:50:0899] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-23 10:02:50:0899] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-23 10:02:50:0901] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 10:02:50:0901] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-23 10:02:50:0902] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-23 10:02:50:0904] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 10:02:50:0904] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-23 10:02:50:0904] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-23 10:02:50:0990] | Info     | Manager.cpp              -L1510: [Start] StartGrabbing success.
[2022-06-23 10:02:50:0990] | Info     | Manager.cpp              -L1516: [Start] end success.
[2022-06-23 10:02:51:0129] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [1].
[2022-06-23 10:02:51:0131] | Info     | Manager.cpp              -L2582: [DepthMapConvert] m_pDepthBuffer new success.
[2022-06-23 10:02:51:0131] | Info     | Manager.cpp              -L2603: [DepthMapConvert] m_pPointBuffer new success.
[2022-06-23 10:02:51:0131] | Info     | Manager.cpp              -L1872: [CamGetDeviceInfo] device SN[00K14280159] ModelName[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[] 
[2022-06-23 10:02:51:0131] | Info     | Manager.cpp              -L2621: [DepthMapConvert] RGBDSensorCali camSerialNum(00K14280159).
[2022-06-23 10:02:51:0290] | Info     | CameraModule.cpp         -L1095: [FileAccessRead] MV_CC_FileAccessRead success.
[2022-06-23 10:02:51:0290] | Info     | DepthConvertVm.cpp       -L0076: [CDepthConvertVm::Init] begin.
[2022-06-23 10:02:51:0290] | Info     | DepthConvertVm.cpp       -L0042: [CDepthConvertVm::DeInit] begin.
[2022-06-23 10:02:51:0290] | Info     | DepthConvertVm.cpp       -L0068: [CDepthConvertVm::DeInit] end.
[2022-06-23 10:02:51:0290] | Info     | DepthConvertVm.cpp       -L0106: [CDepthConvertVm::Init] m_stBinoMemTab[0].size[384], m_stBinoMemTab[1].size[0].
[2022-06-23 10:02:51:0290] | Info     | DepthConvertVm.cpp       -L0158: [CDepthConvertVm::Init] MVB3D_BINOSTEREO_Create success.
[2022-06-23 10:02:51:0290] | Info     | DepthConvertVm.cpp       -L0169: [CDepthConvertVm::Init] end.
[2022-06-23 10:02:58:0733] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [50].
[2022-06-23 10:02:58:0733] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[1] to [50].
[2022-06-23 10:03:05:0835] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [100].
[2022-06-23 10:03:05:0835] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[50] to [100].
[2022-06-23 10:03:12:0542] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [147].
[2022-06-23 10:03:12:0542] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[100] to [147].
[2022-06-23 10:03:18:0726] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [191].
[2022-06-23 10:03:18:0726] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[147] to [191].
[2022-06-23 10:03:24:0499] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [232].
[2022-06-23 10:03:24:0499] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[191] to [232].
[2022-06-23 10:03:30:0166] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [272].
[2022-06-23 10:03:30:0166] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[232] to [272].
[2022-06-23 10:03:35:0632] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [310].
[2022-06-23 10:03:35:0632] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[272] to [310].
[2022-06-23 10:03:40:0914] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [347].
[2022-06-23 10:03:40:0914] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[310] to [347].
[2022-06-23 10:03:46:0234] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [385].
[2022-06-23 10:03:46:0234] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[347] to [385].
[2022-06-23 10:03:51:0482] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [421].
[2022-06-23 10:03:51:0482] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[385] to [421].
[2022-06-23 10:03:56:0461] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [456].
[2022-06-23 10:03:56:0461] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[421] to [456].
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-23 10:22:58:0394] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-23 10:22:58:0395] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-23 10:22:58:0395] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-23 10:22:58:0395] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-23 10:22:58:0527] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-23 10:22:58:0527] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-23 10:22:58:0527] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-23 10:22:58:0527] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-23 10:22:58:0527] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-23 10:22:58:0583] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-23 10:22:58:0583] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-23 10:22:58:0583] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-23 10:22:58:0583] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-23 10:22:58:0794] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-23 10:22:58:0794] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-23 10:22:58:0796] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-23 10:22:58:0797] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-23 10:22:58:0800] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-23 10:22:58:0800] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-23 10:22:58:0802] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 10:22:58:0802] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-23 10:22:58:0802] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-23 10:22:58:0804] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 10:22:58:0804] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-23 10:22:58:0804] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1655: ---------------------Start call Mv3dRgbd.dll start--------------------
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1659: Build Time[220615_14:20:53], SDK version[0x1000003].
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1661: Mv3dRgbd.dll path [C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbd.dll]
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1662: Current ExE path [E:\Mv3dRgbdSDK\Sample\Open3D\bin\win64\debug\Open3D.exe]
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1667: Config (C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini) exist .
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1674: DebugMode[0], nLogSize[100].
[2022-06-23 10:23:04:0194] | Info     | Manager.cpp              -L1082: [Init] Begin.
[2022-06-23 10:23:04:0195] | Info     | Manager.cpp              -L1115: [Init] end success.
[2022-06-23 10:23:04:0195] | Info     | Manager.cpp              -L0465: [BindDevBySomeWay] start. chParm[00K14280159].
[2022-06-23 10:23:04:0195] | Info     | CameraModule.cpp         -L0085: [Enum] begin.
[2022-06-23 10:23:04:0327] | Info     | CameraModule.cpp         -L0102: [Enum] enum by gige sdk, get camera num:[1].
[2022-06-23 10:23:04:0327] | Info     | CameraModule.cpp         -L0105: [Enum] end success.
[2022-06-23 10:23:04:0327] | Info     | Manager.cpp              -L0569: [CompareBindParm] param bFind[1]  nFindNum[0] .
[2022-06-23 10:23:04:0327] | Info     | Manager.cpp              -L1042: [CreateHandle] begin.
[2022-06-23 10:23:04:0327] | Info     | CameraModule.cpp         -L0156: [CreateHandle] Get Gige Sdk version:(0x4000004).
[2022-06-23 10:23:04:0382] | Info     | Manager.cpp              -L1075: [CreateHandle] end success.
[2022-06-23 10:23:04:0382] | Info     | Manager.cpp              -L0494: [BindDevBySomeWay] end. chParm[00K14280159].
[2022-06-23 10:23:04:0382] | Info     | Manager.cpp              -L0382: [BindDevice] bind device SN[00K14280159] Model[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[].
[2022-06-23 10:23:04:0382] | Info     | Manager.cpp              -L0933: [ConnectDevice] begin.
[2022-06-23 10:23:04:0644] | Info     | Manager.cpp              -L0978: [ConnectDevice] Get BufferNode count from C:\Program Files (x86)\Common Files\Mv3dRgbdSDK\Runtime\Win64_x64\Mv3dRgbdCfg.ini\BufferNode, value[5].
[2022-06-23 10:23:04:0644] | Info     | Manager.cpp              -L0986: [ConnectDevice] SetImageNodeNum value[5].
[2022-06-23 10:23:04:0645] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(CameraWorkingMode) nValue(4).
[2022-06-23 10:23:04:0648] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ImageMode) nValue(2).
[2022-06-23 10:23:04:0650] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkModeActive) bValue(1).
[2022-06-23 10:23:04:0650] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(24).
[2022-06-23 10:23:04:0653] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 10:23:04:0653] | Error    | Manager.cpp              -L0898: m_nDeviceType:00000004.
[2022-06-23 10:23:04:0653] | Info     | CameraModule.cpp         -L0945: camera module MV_CC_SetEnumValue:strKey(ChunkSelector) nValue(19).
[2022-06-23 10:23:04:0656] | Info     | CameraModule.cpp         -L0930: camera module MV_CC_SetBoolValue: strKey(ChunkEnable) bValue(1).
[2022-06-23 10:23:04:0656] | Info     | Manager.cpp              -L1035: [ConnectDevice] end success.
[2022-06-23 10:23:04:0656] | Info     | Manager.cpp              -L1482: [Start] begin.
[2022-06-23 10:23:04:0778] | Info     | Manager.cpp              -L1510: [Start] StartGrabbing success.
[2022-06-23 10:23:04:0778] | Info     | Manager.cpp              -L1516: [Start] end success.
[2022-06-23 10:23:04:0778] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [7].
[2022-06-23 10:23:04:0778] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[0] to [7].
[2022-06-23 10:23:04:0779] | Info     | Manager.cpp              -L2582: [DepthMapConvert] m_pDepthBuffer new success.
[2022-06-23 10:23:04:0779] | Info     | Manager.cpp              -L2603: [DepthMapConvert] m_pPointBuffer new success.
[2022-06-23 10:23:04:0779] | Info     | Manager.cpp              -L1872: [CamGetDeviceInfo] device SN[00K14280159] ModelName[MV-EB435i] ip[2bdf00K14280159] SubNetmask[] gateway[] 
[2022-06-23 10:23:04:0779] | Info     | Manager.cpp              -L2621: [DepthMapConvert] RGBDSensorCali camSerialNum(00K14280159).
[2022-06-23 10:23:05:0070] | Info     | CameraModule.cpp         -L1095: [FileAccessRead] MV_CC_FileAccessRead success.
[2022-06-23 10:23:05:0070] | Info     | DepthConvertVm.cpp       -L0076: [CDepthConvertVm::Init] begin.
[2022-06-23 10:23:05:0070] | Info     | DepthConvertVm.cpp       -L0042: [CDepthConvertVm::DeInit] begin.
[2022-06-23 10:23:05:0070] | Info     | DepthConvertVm.cpp       -L0068: [CDepthConvertVm::DeInit] end.
[2022-06-23 10:23:05:0070] | Info     | DepthConvertVm.cpp       -L0106: [CDepthConvertVm::Init] m_stBinoMemTab[0].size[384], m_stBinoMemTab[1].size[0].
[2022-06-23 10:23:05:0070] | Info     | DepthConvertVm.cpp       -L0158: [CDepthConvertVm::Init] MVB3D_BINOSTEREO_Create success.
[2022-06-23 10:23:05:0070] | Info     | DepthConvertVm.cpp       -L0169: [CDepthConvertVm::Init] end.
[2022-06-23 10:23:10:0294] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [46].
[2022-06-23 10:23:10:0294] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[7] to [46].
[2022-06-23 10:23:16:0700] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [91].
[2022-06-23 10:23:16:0700] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[46] to [91].
[2022-06-23 10:23:21:0096] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [120].
[2022-06-23 10:23:21:0096] | Warning  | Manager.cpp              -L1352: [FetchFrame] error lost frameID from[91] to [120].
[2022-06-23 10:23:25:0022] | Warning  | Manager.cpp              -L1344: [FetchFrame] error lost frameID from[1280] to [720] [0x11000b8] [147].
